text,intent,sentiment,user_type
"Kindly help me with, network performance has been excellent on ZENDSmart Lighting for enterprise usage.",Technical,Satisfied,Existing User
"Hello support, refund eligibility for ZENDBiz Connect 100 during peak hours.",Refund,Informational,Existing User
"Good morning, installation time for Prepaid Plus 20GB in Singapore since last week.",Technical,Informational,Existing User
"Good morning, price of ZENDOffice Net 200 in USA under my current subscription.",Product Inquiry,Informational,New User
"I would like to know, very unhappy with ZENDBiz Connect 500 service after installation.",Complaint,Frustrated,Existing User
"I need assistance regarding, my ZENDOffice Net 1G connection keeps disconnecting in Thailand as part of my annual plan.",Technical,Frustrated,Existing User
"Hope you’re doing well, billing charges for Postpaid Gold seem incorrect in Thailand for my office network.",Billing,Frustrated,Existing User
"Hello support, my ZENDBiz Connect 500 connection keeps disconnecting in Singapore for my home connection.",Technical,Frustrated,Existing User
"I wanted to check, billing charges for ZENDCloud VM Enterprise seem incorrect in Singapore during peak hours.",Billing,Frustrated,Existing User
"I need assistance regarding, billing charges for ZENDIndustrial Sensor seem incorrect in India after my recent upgrade.",Billing,Frustrated,Existing User
"I need assistance regarding, installation time for ZENDIndustrial Sensor in Singapore after installation.",Technical,Informational,New User
"Hi team, installation time for Postpaid Silver in USA after installation.",Technical,Informational,New User
"Hi team, refund not processed for Postpaid Silver after my recent upgrade.",Refund,Frustrated,Existing User
"I have a concern about, refund eligibility for ZENDArchive Storage under my current subscription.",Refund,Informational,Existing User
"Hope you’re doing well, features included in ZENDEnterprise Ultra since last week.",Product Inquiry,Informational,Existing User
"I need assistance regarding, billing charges for ZENDArchive Storage seem incorrect in USA for my office network.",Billing,Frustrated,Existing User
"I need assistance regarding, installation time for ZENDCloud VM Enterprise in India for international usage.",Technical,Informational,Existing User
"I have a concern about, refund eligibility for ZENDStorage 10TB as part of my annual plan.",Refund,Informational,Existing User
"I have a concern about, my ZENDSmart Parking connection keeps disconnecting in Thailand during peak hours.",Technical,Frustrated,Existing User
"Hi team, refund eligibility for ZENDOffice Net 500 for my office network.",Refund,Informational,Existing User
"Hi team, price of ZENDFiber Home 100 Mbps in Thailand after my recent upgrade.",Product Inquiry,Informational,New User
"I wanted to check, refund eligibility for ZENDFiber Home 100 Mbps during peak hours.",Refund,Informational,Existing User
"I need assistance regarding, billing charges for ZENDFleet IoT seem incorrect in India under my current subscription.",Billing,Frustrated,Existing User
"I need assistance regarding, cost of Prepaid Unlimited is too high after my recent upgrade.",Product Inquiry,Frustrated,Existing User
"Can you please confirm, refund was credited quickly for international usage.",Refund,Satisfied,New User
"Kindly help me with, how to raise complaint for ZENDBiz Connect 100 as part of my annual plan.",Complaint,Informational,Existing User
"Hi team, refund not processed for ZENDCloud VM Enterprise during peak hours.",Refund,Frustrated,Existing User
"I have a concern about, how to raise complaint for Prepaid Plus 20GB for enterprise usage.",Complaint,Informational,Existing User
"I would like to know, very unhappy with ZENDCloud VM Enterprise service as part of my annual plan.",Complaint,Frustrated,Existing User
"Can you please confirm, refund not processed for Postpaid Platinum for enterprise usage.",Refund,Frustrated,Existing User
"I wanted to check, refund not processed for ZENDFiber Home 100 Mbps during peak hours.",Refund,Frustrated,Existing User
"I have a concern about, refund eligibility for ZENDEnterprise Dedicated for international usage.",Refund,Informational,Existing User
"I have a concern about, network performance has been excellent on ZENDOffice Net 200 under my current subscription.",Technical,Satisfied,New User
"I would like to know, my ZENDEnterprise Ultra connection keeps disconnecting in India since last week.",Technical,Frustrated,Existing User
"I wanted to check, refund was credited quickly under my current subscription.",Refund,Satisfied,Existing User
"Hope you’re doing well, explain billing cycle for ZENDCloud VM Basic as part of my annual plan.",Billing,Informational,Existing User
"I need assistance regarding, cost of Prepaid Unlimited is too high during peak hours.",Product Inquiry,Frustrated,New User
"Hi team, my ZENDFiber Home 100 Mbps connection keeps disconnecting in USA after installation.",Technical,Frustrated,Existing User
"I have a concern about, price of ZENDOffice Net 200 in India for my office network.",Product Inquiry,Informational,New User
"Can you please confirm, installation time for ZENDCloud VM Pro in Thailand for enterprise usage.",Technical,Informational,Existing User
"Hello support, explain billing cycle for Postpaid Gold for my office network.",Billing,Informational,Existing User
"I wanted to check, support resolved my issue professionally during peak hours.",Complaint,Satisfied,Existing User
"I wanted to check, billing charges for ZENDStorage 1TB seem incorrect in India for enterprise usage.",Billing,Frustrated,Existing User
"Hello support, my ZENDEnterprise Ultra connection keeps disconnecting in India during peak hours.",Technical,Frustrated,Existing User
"I would like to know, ZENDIndustrial Sensor offers great value for money during peak hours.",Product Inquiry,Satisfied,New User
"Can you please confirm, billing charges for Postpaid Gold seem incorrect in Thailand during peak hours.",Billing,Frustrated,New User
"I have a concern about, explain billing cycle for ZENDSmart Traffic after my recent upgrade.",Billing,Informational,Existing User
"Good morning, price of ZENDFiber Home 300 Mbps in USA for enterprise usage.",Product Inquiry,Informational,New User
"I wanted to check, very unhappy with ZENDSmart Traffic service after my recent upgrade.",Complaint,Frustrated,Existing User
"Kindly help me with, how to raise complaint for ZENDBiz Connect 100 under my current subscription.",Complaint,Informational,Existing User
"I wanted to check, billing charges for Postpaid Platinum seem incorrect in USA since last week.",Billing,Frustrated,Existing User
"Hope you’re doing well, explain billing cycle for ZENDSmart Lighting for my home connection.",Billing,Informational,Existing User
"Kindly help me with, refund eligibility for ZENDStorage 1TB for my office network.",Refund,Informational,Existing User
"Hi team, cost of ZENDFiber Home 300 Mbps is too high during peak hours.",Product Inquiry,Frustrated,Existing User
"I would like to know, how to raise complaint for ZENDStorage 1TB for my office network.",Complaint,Informational,Existing User
"Hello support, features included in ZENDBiz Connect 100 as part of my annual plan.",Product Inquiry,Informational,New User
"Good morning, billing charges for Postpaid Silver seem incorrect in India since last week.",Billing,Frustrated,Existing User
"I need assistance regarding, very unhappy with ZENDFiber Home 1 Gbps service under my current subscription.",Complaint,Frustrated,Existing User
"I wanted to check, billing charges for ZENDStorage 10TB seem incorrect in India for my home connection.",Billing,Frustrated,Existing User
"I need assistance regarding, refund was credited quickly after installation.",Refund,Satisfied,Existing User
"I need assistance regarding, support resolved my issue professionally during peak hours.",Complaint,Satisfied,New User
"Kindly help me with, how to raise complaint for ZENDFiber Home 300 Mbps under my current subscription.",Complaint,Informational,Existing User
"Hope you’re doing well, installation time for Prepaid Basic 5GB in India after installation.",Technical,Informational,New User
"Good morning, billing charges for ZENDFiber Home 100 Mbps seem incorrect in USA for my home connection.",Billing,Frustrated,Existing User
"I would like to know, ZENDArchive Storage offers great value for money during peak hours.",Product Inquiry,Satisfied,New User
